intent,web_ref,title,price,suburb,city,property_type,beds,baths,availability,deposit,lease_period,address,agent,phones,whatsapp_links,exclude_tags,url
buy,AP17761,0.5 Bedroom Apartment For Sale in Hatfield,"R710,000",Hatfield,Pretoria,Apartment,0.5,1,,,,,Rita Fitzgerald,083 228 9633; 012 348 0123,[083 228 9633](https://wa.me/27832289633),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/hatfield/apartment/845646/
buy,AP23594,2 Bedroom Townhouse For Sale in Equestria,"R1,260,000",Equestria,Pretoria,Townhouse,2,2,,,,,Hannelize Wilken,084 580 8700; 012 348 0123,[084 580 8700](https://wa.me/27845808700),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/equestria/townhouse/2926521/
buy,AP23692,20 Bedroom Lodge For Sale in Bela Bela Rural,"R23,500,000",Bela Bela Rural,Bela Bela,Lodge,20,18,,,,,Margaret Horton,078 331 5590; 065 851 0009,[078 331 5590](https://wa.me/27783315590); [065 851 0009](https://wa.me/27658510009),,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/bela-bela-rural/lodge/2964834/
buy,AP21768,1 Bedroom Retirement Unit For Sale in Equestria,"R835,000",Equestria,Pretoria,Retirement Unit,1,1,,,,,Hannelize Wilken,084 580 8700; 012 348 0123,[084 580 8700](https://wa.me/27845808700),retirement; assisted-living,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/equestria/retirement-unit/1347416/
buy,AP21118,5 Bedroom Equestrian Property For Sale in Mooiplaats AH,"R6,670,000",Mooiplaats Ah,Pretoria,Equestrian Property,5,4.5,,,,,Koos Smit,082 555 4776; 012 348 0123,[082 555 4776](https://wa.me/27825554776),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/mooiplaats-ah/equestrian-property/1135166/
buy,AP23303,3 Bedroom House For Sale in Equestria,"R1,990,000",Equestria,Pretoria,House,3,2,,,,"Built by master builder in prime position in Equestria, Pretoria East.",Hannelize Wilken,084 580 8700; 012 348 0123,[084 580 8700](https://wa.me/27845808700),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/equestria/house/2731374/
buy,AP22440,3 Bedroom House For Sale in Model Park,"R1,890,000",Model Park,Witbank,House,3,2,,,,,Willa Lombard,082 566 1354; 013 590 0665,[082 566 1354](https://wa.me/27825661354),,https://www.appleproperty.co.za/results/residential/for-sale/witbank/model-park/house/1769342/
buy,AP11369,4 Bedroom House For Sale in Model Park,"R3,500,000",Model Park,Witbank,House,4,3,,,,,Willa Lombard,082 566 1354; 013 590 0665,[082 566 1354](https://wa.me/27825661354),,https://www.appleproperty.co.za/results/residential/for-sale/witbank/model-park/house/844694/
buy,AP24128,1.53Ha Vacant Land For Sale in Buffelspoort Eco Estate,"R323,000",Buffelspoort Eco Estate,Bela Bela,Vacant Land,,,,,,,Margaret Horton,078 331 5590; 065 851 0009,[078 331 5590](https://wa.me/27783315590); [065 851 0009](https://wa.me/27658510009),,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/buffelspoort-eco-estate/vacant-land/3168944/
buy,AP22811,2 Bedroom Townhouse For Sale in Bela Bela,"R930,000",Bela Bela,Bela Bela,Townhouse,2,2,,,,,Margaret Horton,078 331 5590; 065 851 0009,[078 331 5590](https://wa.me/27783315590); [065 851 0009](https://wa.me/27658510009),,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/bela-bela/townhouse/2249437/
buy,AP23823,2 Bedroom Apartment For Sale in Waterkloof,"R1,840,000",Waterkloof,Pretoria,Apartment,2,2,,,,,Vivienne Doeg,082 301 6767; 012 348 0123,[082 301 6767](https://wa.me/27823016767),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/waterkloof/apartment/3023456/
buy,AP23928,3 Bedroom House Sold in Constantia Park,"R2,300,000",Constantia Park,Pretoria,House,3,2,,,,,Betsie Summerfield,083 488 4748; 012 348 0123,[083 488 4748](https://wa.me/27834884748),sold,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/constantia-park/house/3075807/
buy,AP20620,2 Bedroom Retirement Unit For Sale in Equestria,"R949,000",Equestria,Pretoria,Retirement Unit,2,1,,,,,Hannelize Wilken,084 580 8700; 012 348 0123,[084 580 8700](https://wa.me/27845808700),retirement; assisted-living,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/equestria/retirement-unit/931813/
buy,AP23108,4 Bedroom House For Sale in Equestria,"R2,695,000",Equestria,Pretoria,House,4,3,,,,,Hannelize Wilken,084 580 8700; 012 348 0123,[084 580 8700](https://wa.me/27845808700),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/equestria/house/2434675/
buy,AP23897,"42,220m2 Farm For Sale in Boschkop AH","R1,950,000",Boschkop Ah,Pretoria,Farm,3,1.5,,,,"701 R964, Boschkop AH, Pretoria",Koos Smit,082 555 4776; 012 348 0123,[082 555 4776](https://wa.me/27825554776),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/boschkop-ah/farm/3049576/701-r964/
buy,AP22802,7 Bedroom House For Sale in Waterkloof Ridge,"R5,995,000",Waterkloof Ridge,Pretoria,House,7,4,,,,,Vivienne Doeg,082 301 6767; 012 348 0123,[082 301 6767](https://wa.me/27823016767),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/waterkloof-ridge/house/2213337/
buy,AP23744,4 Bedroom House For Sale in Constantia Park,"R4,290,000",Constantia Park,Pretoria,House,4,4,,,,"560 andries strydom, Constantia Park, Pretoria",Betsie Summerfield,083 488 4748; 012 348 0123,[083 488 4748](https://wa.me/27834884748),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/constantia-park/house/2989525/560-andries-strydom/
buy,AP22972,3 Bedroom Retirement Unit For Sale in Bela Bela,"R790,000",Bela Bela,Bela Bela,Retirement Unit,3,1.5,,,,,Margaret Horton,078 331 5590; 065 851 0009,[078 331 5590](https://wa.me/27783315590); [065 851 0009](https://wa.me/27658510009),retirement,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/bela-bela/retirement-unit/2345653/
buy,AP24095,2 Bedroom Apartment Block For Sale in Bela Bela,"R920,000",Bela Bela,Bela Bela,Apartment Block,2,2,,,,,Margaret Horton,078 331 5590; 065 851 0009,[078 331 5590](https://wa.me/27783315590); [065 851 0009](https://wa.me/27658510009),,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/bela-bela/apartment-block/3151164/
buy,AP19917,42Ha Farm For Sale in Mookgopong Rural,"R1,890,000",Mookgopong Rural,Mookgopong,Farm,1,1,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/mookgopong-rural/farm/844856/
buy,AP20953,2 Bedroom Apartment For Sale in Menlyn,"R4,300,000",Menlyn,Pretoria,Apartment,2,2,,,,,Andre Sciocatti,082 930 7386; 012 348 0123,[082 930 7386](https://wa.me/27829307386),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/menlyn/apartment/1053599/
buy,AP24036,3 Bedroom Gated Estate For Sale in Buffelspoort Eco Estate,"R3,710,000",Buffelspoort Eco Estate,Modimolle,Gated Estate,3,2,,,,,,082 490 7659; 065 851 0009,[082 490 7659](https://wa.me/27824907659); [065 851 0009](https://wa.me/27658510009),,https://www.appleproperty.co.za/results/residential/for-sale/modimolle/buffelspoort-eco-estate/gated-estate/3126387/
buy,AP9298,4 Bedroom House For Sale in Mookgopong,POA,Mookgopong,Mookgopong,House,4,2,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/mookgopong/house/844626/
buy,AP21879,2 Bedroom Retirement Unit For Sale in Equestria,"R1,295,000",Equestria,Pretoria,Retirement Unit,2,1,,,,,Hannelize Wilken,084 580 8700; 012 348 0123,[084 580 8700](https://wa.me/27845808700),retirement; assisted-living,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/equestria/retirement-unit/1434196/
buy,AP23881,3 Bedroom House For Sale in Brooklands Lifestyle Estate,"R2,250,000",Brooklands Lifestyle Estate,Centurion,House,3,2,,,,"3063 Kurrajong Crescent, Brooklands Lifestyle Estate, Centurion",Shogan Naidoo,072 430 6757,[072 430 6757](https://wa.me/27724306757),,https://www.appleproperty.co.za/results/residential/for-sale/centurion/brooklands-lifestyle-estate/house/3044583/3063-kurrajong-crescent/
buy,AP23283,930m2 Vacant Land For Sale in Silverwoods Country Estate,"R2,500,000",Silverwoods Country Estate,Pretoria,Vacant Land,,,,,,,,072 440 1788; 012 348 0123,[072 440 1788](https://wa.me/27724401788),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/silverwoods-country-estate/vacant-land/2718834/
buy,AP24044,3 Bedroom Townhouse For Sale in Ben Fleur,"R1,768,000",Ben Fleur,Witbank,Townhouse,3,2,,,,,Milena Kanka,013 590 0665,,,https://www.appleproperty.co.za/results/residential/for-sale/witbank/ben-fleur/townhouse/3131491/
buy,AP24148,3 Bedroom House For Sale in Blue Valley Golf Estate,"R4,435,000",Blue Valley Golf Estate,Centurion,House,3,3.5,,,,"50 Beauly, Blue Valley Golf Estate, Centurion",Shogan Naidoo,072 430 6757,[072 430 6757](https://wa.me/27724306757),,https://www.appleproperty.co.za/results/residential/for-sale/centurion/blue-valley-golf-estate/house/3179717/50-beauly/
buy,AP6136,3 Bedroom Townhouse For Sale in Hoeveld Park,"R2,650,000",Hoeveld Park,Witbank,Townhouse,3,2,,,,,Willa Lombard,082 566 1354; 013 590 0665,[082 566 1354](https://wa.me/27825661354),,https://www.appleproperty.co.za/results/residential/for-sale/witbank/hoeveld-park/townhouse/844068/
buy,AP24060,4 Bedroom House For Sale in Ben Fleur,"R3,100,000",Ben Fleur,Witbank,House,4,4.5,,,,"Situated in the Upmarket Reyno Heights Estate in Ben Fleur, Witbank.",Milena Kanka,013 590 0665,,,https://www.appleproperty.co.za/results/residential/for-sale/witbank/ben-fleur/house/3139349/
buy,AP23947,2 Bedroom Package Home For Sale in Silver Lakes,"R3,915,000",Silver Lakes,Pretoria,Package Home,2,2,,,,,,072 440 1788; 012 348 0123,[072 440 1788](https://wa.me/27724401788),retirement,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/silver-lakes/package-home/3080313/
buy,AP23661,1.90Ha Vacant Land For Sale in Modimolle,"R499,000",Modimolle,Modimolle,Vacant Land,,,,,,"Conveniently located within easy reach of Bela-Bela, Modimolle, and approximately 112 hours from Pretoria",Margaret Horton,078 331 5590; 065 851 0009,[078 331 5590](https://wa.me/27783315590); [065 851 0009](https://wa.me/27658510009),,https://www.appleproperty.co.za/results/residential/for-sale/modimolle/modimolle/vacant-land/2951898/
buy,AP23999,3 Bedroom House For Sale in Mookgopong,"R2,600,000",Mookgopong,Mookgopong,House,3,3,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/mookgopong/house/3110444/
buy,AP23265,3 Bedroom House For Sale in Mookgopong,"R1,180,000",Mookgopong,Mookgopong,House,3,2,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/mookgopong/house/2708755/
buy,AP23386,3 Bedroom House For Sale in Die Heuwel,"R1,899,000",Die Heuwel,Witbank,House,3,2,,,,,Willa Lombard,082 566 1354; 013 590 0665,[082 566 1354](https://wa.me/27825661354),,https://www.appleproperty.co.za/results/residential/for-sale/witbank/die-heuwel/house/2787683/
buy,AP24134,3 Bedroom House For Sale in Waterkloof Ridge,"R3,895,000",Waterkloof Ridge,Pretoria,House,3,2.5,,,,,Rina Verryne,083 269 0085; 012 348 0123,[083 269 0085](https://wa.me/27832690085),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/waterkloof-ridge/house/3170083/
buy,AP23513,3 Bedroom Townhouse For Sale in Amberfield,"R1,700,000",Amberfield,Centurion,Townhouse,3,2.5,,,,,Shogan Naidoo,072 430 6757,[072 430 6757](https://wa.me/27724306757),,https://www.appleproperty.co.za/results/residential/for-sale/centurion/amberfield/townhouse/2897762/
buy,AP23280,919m2 Vacant Land For Sale in Silverwoods Country Estate,"R2,500,000",Silverwoods Country Estate,Pretoria,Vacant Land,,,,,,,,072 440 1788; 012 348 0123,[072 440 1788](https://wa.me/27724401788),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/silverwoods-country-estate/vacant-land/2718753/
buy,AP24042,8.80Ha Vacant Land For Sale in Bela Bela Rural,"R489,000",Bela Bela Rural,Bela Bela,Vacant Land,,,,,,,,062 568 0285; 065 851 0009,[062 568 0285](https://wa.me/27625680285); [065 851 0009](https://wa.me/27658510009),,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/bela-bela-rural/vacant-land/3130476/
buy,AP22912,5 Bedroom House For Sale in Six Fountains Residential Estate,"R7,990,000",Six Fountains Residential Estate,Pretoria,House,5,4.5,,,,,,072 440 1788; 012 348 0123,[072 440 1788](https://wa.me/27724401788),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/six-fountains-residential-estate/house/2331884/
buy,AP23550,3 Bedroom Retirement Unit For Sale in Rooiberg,"R995,000",Rooiberg,Thabazimbi,Retirement Unit,3,2,,,,,,062 568 0285; 065 851 0009,[062 568 0285](https://wa.me/27625680285); [065 851 0009](https://wa.me/27658510009),retirement,https://www.appleproperty.co.za/results/residential/for-sale/thabazimbi/rooiberg/retirement-unit/2909435/
buy,AP23338,700m2 Vacant Land Sold in Waterkloof Glen,"R1,200,000",Waterkloof Glen,Pretoria,Vacant Land,,,,,,,Betsie Summerfield,083 488 4748; 012 348 0123,[083 488 4748](https://wa.me/27834884748),sold,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/waterkloof-glen/vacant-land/2752076/
buy,AP23153,5 Bedroom House For Sale in Reyno Ridge,"R2,920,000",Reyno Ridge,Witbank,House,5,4.5,,,,,Willa Lombard,082 566 1354; 013 590 0665,[082 566 1354](https://wa.me/27825661354),,https://www.appleproperty.co.za/results/residential/for-sale/witbank/reyno-ridge/house/2466981/
buy,AP21912,3 Bedroom Duplex For Sale in Centurion Golf Estate,"R3,300,000",Centurion Golf Estate,Centurion,Duplex,3,2.5,,,,,Magde Meyer,083 387 3437; 012 940 0099,[083 387 3437](https://wa.me/27833873437),,https://www.appleproperty.co.za/results/residential/for-sale/centurion/centurion-golf-estate/duplex/1440029/
buy,AP24038,2 Bedroom Simplex For Sale in Elarduspark,"R1,280,000",Elarduspark,Pretoria,Simplex,2,1,,,,,Retha Veldsman,082 928 7803; 012 348 0123,[082 928 7803](https://wa.me/27829287803),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/elarduspark/simplex/3127610/
buy,AP24068,4 Bedroom House For Sale in Bankenveld Golf Estate,"R5,900,000",Bankenveld Golf Estate,Witbank,House,4,4.5,,,,,Milena Kanka,013 590 0665,,,https://www.appleproperty.co.za/results/residential/for-sale/witbank/bankenveld-golf-estate/house/3142059/
buy,AP23116,3 Bedroom Apartment For Sale in Brooklyn,"R4,829,000",Brooklyn,Pretoria,Apartment,3,2,,,,,Vivienne Doeg,082 301 6767; 012 348 0123,[082 301 6767](https://wa.me/27823016767),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/brooklyn/apartment/2435696/
buy,AP24069,"48,300m2 Vacant Land For Sale in Mooiplaats AH","R1,050,000",Mooiplaats Ah,Pretoria,Vacant Land,,,,,,"195 R964, Mooiplaats AH, Pretoria",Koos Smit,082 555 4776; 012 348 0123,[082 555 4776](https://wa.me/27825554776),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/mooiplaats-ah/vacant-land/3142231/195-r964/
buy,AP23348,2 Bedroom Retirement Unit For Sale in Equestria,"R930,000",Equestria,Pretoria,Retirement Unit,2,1,,,,,Hannelize Wilken,084 580 8700; 012 348 0123,[084 580 8700](https://wa.me/27845808700),retirement; assisted-living,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/equestria/retirement-unit/2766979/
buy,AP24118,2 Bedroom House For Sale in Mookgopong,"R1,200,000",Mookgopong,Mookgopong,House,2,2,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/mookgopong/house/3166715/
buy,AP23691,4 Bedroom Townhouse For Sale in Brooklyn,"R3,500,000",Brooklyn,Pretoria,Townhouse,4,2,,,,,Vivienne Doeg,082 301 6767; 012 348 0123,[082 301 6767](https://wa.me/27823016767),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/brooklyn/townhouse/2963993/
buy,AP17931,20Ha Smallholding For Sale in Radium,"R3,000,000",Radium,Bela Bela,Smallholding,3,2.5,,,,,Margaret Horton,078 331 5590; 065 851 0009; 082 490 7659,[078 331 5590](https://wa.me/27783315590); [065 851 0009](https://wa.me/27658510009); [082 490 7659](https://wa.me/27824907659),,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/radium/smallholding/855982/
buy,AP21844,"85,000m2 Farm For Sale in Tiegerpoort AH","R10,200,000",Tiegerpoort Ah,Pretoria,Farm,4,3,,,,"371 Leribisi, Tiegerpoort AH, Pretoria",Koos Smit,082 555 4776; 012 348 0123,[082 555 4776](https://wa.me/27825554776),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/tiegerpoort-ah/farm/1405586/371-leribisi/
buy,AP23129,3 Bedroom House For Sale in Zwavelpoort AH,"R4,950,000",Zwavelpoort Ah,Pretoria,House,3,2,,,,"785 Saint str, Zwavelpoort AH, Pretoria",Koos Smit,082 555 4776; 012 348 0123,[082 555 4776](https://wa.me/27825554776),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/zwavelpoort-ah/house/2443744/785-saint-str/
buy,AP23677,3 Bedroom House For Sale in Reyno Ridge,"R2,540,000",Reyno Ridge,Witbank,House,3,3,,,,,Willa Lombard,082 566 1354; 013 590 0665,[082 566 1354](https://wa.me/27825661354),,https://www.appleproperty.co.za/results/residential/for-sale/witbank/reyno-ridge/house/2959762/
buy,AP23923,5 Bedroom House For Sale in Model Park,"R2,300,000",Model Park,Witbank,House,5,3,,,,,Willa Lombard,082 566 1354; 013 590 0665,[082 566 1354](https://wa.me/27825661354),,https://www.appleproperty.co.za/results/residential/for-sale/witbank/model-park/house/3073789/
buy,AP22638,11.80Ha Smallholding For Sale in Bela Bela,"R850,000",Bela Bela,Bela Bela,Smallholding,,,,,,,Margaret Horton,078 331 5590; 065 851 0009,[078 331 5590](https://wa.me/27783315590); [065 851 0009](https://wa.me/27658510009),,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/bela-bela/smallholding/1844184/
buy,AP23904,2 Bedroom Townhouse For Sale in Amberfield Heights,"R1,000,000",Amberfield Heights,Centurion,Townhouse,2,1,,,,,Shogan Naidoo,072 430 6757,[072 430 6757](https://wa.me/27724306757),,https://www.appleproperty.co.za/results/residential/for-sale/centurion/amberfield-heights/townhouse/3052982/
buy,AP24058,2 Bedroom Sectional Title For Sale in Mookgopong,"R800,000",Mookgopong,Mookgopong,Sectional Title,2,1,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),retirement,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/mookgopong/sectional-title/3139043/
buy,AP8058,417Ha Farm For Sale in Mookgopong,"R14,900,000",Mookgopong,Mookgopong,Farm,4,3,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/mookgopong/farm/846697/
buy,AP23910,3 Bedroom Townhouse For Sale in Ben Fleur,"R1,850,000",Ben Fleur,Witbank,Townhouse,3,2.5,,,,,Milena Kanka,013 590 0665,,,https://www.appleproperty.co.za/results/residential/for-sale/witbank/ben-fleur/townhouse/3056393/
